"cmc","oracle_text","rarity","num_printings","price"
1,"{2}, {T}: Shuffle your library.","uncommon",1,0.56
1,"When Myr Moonvessel dies, add {C}.","common",1,0.24
3,"{3}, {T}: Create a token that's a copy of Myr Propagator.","rare",1,1.57
5,"At the beginning of your upkeep, put a +1/+1 counter on Myr Prototype.
Myr Prototype can't attack or block unless you pay {1} for each +1/+1 counter on it.","uncommon",1,0.16
4,"{3}: Switch Myr Quadropod's power and toughness until end of turn.","common",1,0.12
3,"{T}: Add {C}{C}. Spend this mana only to cast Myr spells or activate abilities of Myr.
{3}, {T}: Return target Myr card from your graveyard to your hand.","rare",1,2.56
2,"When Myr Retriever dies, return another target artifact card from your graveyard to your hand.","common",8,1.19
1,"At the beginning of your upkeep, if Myr Servitor is on the battlefield, each player returns all cards named Myr Servitor from their graveyard to the battlefield.","common",2,0.15
2,"When Myr Sire dies, create a 1/1 colorless Phyrexian Myr artifact creature token.","common",8,0.03
5,"{T}: Create a 1/1 colorless Myr artifact creature token.
{T}, Tap five untapped Myr you control: Search your library for a Myr creature card, put it onto the battlefield, then shuffle.","rare",1,4.49
3,"Imprint — {T}: Exile target artifact card from a graveyard.
Myr Welder has all activated abilities of all cards exiled with it.","rare",1,2.08
4,"Kicker {3}
If Myriad Construct was kicked, it enters the battlefield with a +1/+1 counter on it for each nonbasic land your opponents control.
When Myriad Construct becomes the target of a spell, sacrifice it and create a number of 1/1 colorless Construct artifact creature tokens equal to its power.","rare",6,0.07
0,"Myriad Landscape enters the battlefield tapped.
{T}: Add {C}.
{2}, {T}, Sacrifice Myriad Landscape: Search your library for up to two basic land cards that share a land type, put them onto the battlefield tapped, then shuffle.","uncommon",34,0.13
2,"Roll a d20.
1—9 | Choose an opponent. That player sacrifices a creature.
10—19 | Each opponent sacrifices a creature.
20 | Each opponent sacrifices a creature with the greatest power among creatures that player controls.","common",1,0.06
3,"Psychic Blades — {8}: Creatures you control get +2/+0 and gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.)","common",1,0.03
7,"As long as your life total is less than or equal to half your starting life total, Myrkul, Lord of Bones has indestructible.
Whenever another nontoken creature you control dies, you may exile it. If you do, create a token that's a copy of that card, except it's an enchantment and loses all other card types.","rare",4,0.14
2,"Whenever you cast an artifact spell, you may pay {1}. If you do, create a 1/1 colorless Myr artifact creature token.","common",5,0.05
5,"Draw two cards.
Landfall — If you had a land enter the battlefield under your control this turn, draw three cards instead.","common",1,0.08
3,"Flying
Each creature you control that has an Adventure enters the battlefield with an additional +1/+1 counter on it. (It doesn't need to have gone on the adventure first.)","uncommon",1,0.04
3,NA,"uncommon",2,0.17
2,"When equipped creature deals combat damage to a player, sacrifice Mystery Key. If you do, draw three cards.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","uncommon",1,0.03
2,"{3}{U}{U}: Draw two cards.","rare",3,0.1
5,"When Mystic Barrier enters the battlefield or at the beginning of your upkeep, choose left or right.
Each player may attack only the nearest opponent in the last chosen direction and planeswalkers controlled by that opponent.","rare",1,0.81
2,"{1}, {T}: Target land becomes the basic land type of your choice until end of turn.","uncommon",2,0.29
5,"Choose three. You may choose the same mode more than once.
• Counter target spell unless its controller pays {3}.
• Return target creature to its owner's hand.
• Draw a card.","rare",10,0.26
3,"Protection from black and from red
Threshold — As long as seven or more cards are in your graveyard, Mystic Crusader gets +1/+1 and has flying.","rare",1,0.31
3,"Counter target creature or sorcery spell.","uncommon",3,10.27
0,"{TK}{TK} — Lifelink
{TK}{TK}{TK} — This creature must be blocked if able. Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.
{TK}{TK} — 1/4
{TK}{TK}{TK}{TK}{TK} — 6/8","common",1,0.13
4,"Protection from black
Threshold — As long as seven or more cards are in your graveyard, Mystic Enforcer gets +3/+3 and has flying.","uncommon",4,0.02
2,"Flying
Threshold — As long as seven or more cards are in your graveyard, Mystic Familiar gets +1/+1 and has protection from black.","common",1,0.13
4,"You may look at the top card of your library any time.
You may cast artifact spells and colorless spells from the top of your library.
{T}, Pay 1 life: Exile the top card of your library.","rare",9,1.97
0,"{T}: Add {C}.
{W/U}, {T}: Add {W}{W}, {W}{U}, or {U}{U}.","rare",4,2.86
5,"Counter target spell. Create an X/X green Ooze creature token, where X is that spell's mana value.","uncommon",2,0.11
4,"Draw three cards. Then discard two cards unless you discard a creature card.","common",1,0.02
4,"Destroy target artifact or enchantment.
Draw a card at the beginning of the next turn's upkeep.","uncommon",1,0.23
1,"Enchant land you control
Cumulative upkeep {1}{U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Enchanted land has ""{T}: Target creature gets +2/+2 until end of turn.""","rare",1,0.53
1,"Vigilance
Threshold — As long as seven or more cards are in your graveyard, Mystic Penitent gets +1/+1 and has flying.","uncommon",1,0.17
3,"At the beginning of your upkeep, scry 1.
Whenever you discard a card, each opponent mills two cards. (They put the top two cards of their library into their graveyard.)","uncommon",2,0.04
1,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Whenever an opponent casts a noncreature spell, you may draw a card unless that player pays {4}.","rare",6,5.25
1,"Put target enchantment on the bottom of its owner's library.","uncommon",1,0.04
4,"Flash
Enchant creature
When Mystic Restraints enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.","common",1,0.12
0,"({T}: Add {U}.)
Mystic Sanctuary enters the battlefield tapped unless you control three or more other Islands.
When Mystic Sanctuary enters the battlefield untapped, you may put target instant or sorcery card from your graveyard on top of your library.","special",2,9.26
2,NA,"uncommon",2,0.24
3,"Whenever you draw your second card each turn, Mystic Skyfish gains flying until end of turn.","common",3,0.02
4,"Flash
When Mystic Snake enters the battlefield, counter target spell.","rare",5,0.95
1,"Buyback {2} (You may pay an additional {2} as you cast this spell. If you do, put this card into your hand as it resolves.)
Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","uncommon",1,3.37
2,"Flash
Enchant creature
Enchanted creature gets -2/-0 and loses all abilities. (Mutating onto the creature won't give it new abilities. It can gain abilities in other ways.)","uncommon",1,0.07
2,"You may cast Mystic Veil as though it had flash. If you cast it any time a sorcery couldn't have been cast, the controller of the permanent it becomes sacrifices it at the beginning of the next cleanup step.
Enchant creature
Enchanted creature has shroud. (It can't be the target of spells or abilities.)","common",1,0.11
2,"Threshold — Mystic Visionary has flying as long as seven or more cards are in your graveyard.","common",1,0.08
4,"Threshold — As long as seven or more cards are in your graveyard, Mystic Zealot gets +1/+1 and has flying.","common",3,0.01
5,"Mystic of the Hidden Way can't be blocked.
Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)","common",5,0.03
3,"This spell costs {2} less to cast if it targets a blue spell.
Counter target spell unless its controller pays {3}.","rare",3,1.92
4,"Search your library for an instant card or a card with flash, reveal it, put it into your hand, then shuffle.
Flashback {5}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","uncommon",4,0.09
1,"Search your library for an instant or sorcery card, reveal it, then shuffle and put that card on top.","rare",12,6.16
0,"{T}: Add {C}.
{4}, {T}: Exile target attacking creature an opponent controls. At the beginning of the next end step, return it to the battlefield tapped under its owner's control.","rare",2,0.77
1,"Whenever you cast a noncreature spell, put a lore counter on Myth Realized.
{2}{W}: Put a lore counter on Myth Realized.
{W}: Until end of turn, Myth Realized becomes a Monk Avatar creature in addition to its other types and gains ""This creature's power and toughness are each equal to the number of lore counters on it.""","uncommon",3,0.09
7,"Enchant creature
Enchanted creature gets +8/+8 and has trample.","rare",1,0.32
0,"At the beginning of your upkeep, put a flame counter on Naar Isle, then Naar Isle deals damage to you equal to the number of flame counters on it.
Whenever chaos ensues, Naar Isle deals 3 damage to target player or planeswalker.","common",2,3.99
2,"If a Wizard entering the battlefield under your control causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.","rare",2,0.33
6,"Vigilance
{R}, {T}: Target creature can't block this turn.
{G}, {T}: Target creature blocks this turn if able.","uncommon",2,0.19
2,"Protection from blue","common",1,0.12
2,"Protection from artifacts","common",1,0.14
6,"Nacatl War-Pride must be blocked by exactly one creature if able.
Whenever Nacatl War-Pride attacks, create X tokens that are copies of Nacatl War-Pride and that are tapped and attacking, where X is the number of creatures defending player controls. Exile the tokens at the beginning of the next end step.","uncommon",2,2.52
2,"Whenever a player casts a white spell, you may pay {3}. If you do, untap target permanent.","uncommon",1,0.28
3,"Vigilance
Whenever Nadaar, Selfless Paladin enters the battlefield or attacks, venture into the dungeon. (Enter the first room or advance to the next room.)
Other creatures you control get +1/+1 as long as you've completed a dungeon.","rare",5,1.02
3,"Whenever a token you control leaves the battlefield, each opponent loses 1 life and you gain 1 life.","common",3,0.18
3,"Whenever you draw a card, you may pay {1}. If you do, put a +1/+1 counter on Nadir Kraken and create a 1/1 blue Tentacle creature token.","rare",8,0.4
3,"","common",1,0.02
2,"{T}: Add one mana of any type that a land you control could produce.","common",3,0.09
4,"Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
Whenever Nagao, Bound by Honor attacks, Samurai creatures you control get +1/+1 until end of turn.","uncommon",2,0.24
2,"Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.
Madness {1}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","common",2,0.11
3,"Enchant creature or planeswalker
Enchanted permanent can't attack or block, and its activated abilities can't be activated.","common",1,0.02
2,"At the beginning of combat on your turn, target creature you control gains indestructible until end of turn.
{1}{R}: Nahiri's Machinations deals 1 damage to target blocking creature.","uncommon",1,0.08
5,"Creatures you control get +1/+0 and have haste.
At the beginning of your end step, exile any number of nontoken artifacts and/or creatures you control. Return those cards to the battlefield under their owner's control at the beginning of your next upkeep.","rare",5,0.46
2,"As an additional cost to cast this spell, sacrifice an artifact or creature with mana value X.
Nahiri's Sacrifice deals X damage divided as you choose among any number of target creatures.","uncommon",1,0.01
2,"Up to two target creatures each get +2/+0 until end of turn.","common",1,0.04
3,"Nahiri's Warcrafting deals 5 damage to target creature, planeswalker, or battle. Look at the top X cards of your library, where X is the excess damage dealt this way. You may exile one of those cards. Put the rest on the bottom of your library in a random order. You may play the exiled card this turn.","rare",4,0.26
6,"Affinity for Equipment (This spell costs {1} less to cast for each Equipment you control.)
Whenever an equipped creature you control attacks, exile the top card of your library. You may play that card this turn. You may cast Equipment spells this way without paying their mana costs.","mythic",5,2.67
4,"+2: You may discard a card. If you do, draw a card.
−2: Exile target enchantment, tapped artifact, or tapped creature.
−8: Search your library for an artifact or creature card, put it onto the battlefield, then shuffle. It gains haste. Return it to your hand at the beginning of the next end step.","mythic",6,0.45
4,"Compleated ({R/W/P} can be paid with {R}, {W}, or 2 life. If life was paid, this planeswalker enters with two fewer loyalty counters.)
+1: Until your next turn, up to one target creature attacks a player each combat if able.
+1: Discard a card, then draw a card.
0: Exile target creature or Equipment card with mana value less than Nahiri's loyalty from your graveyard. Create a token that's a copy of it. That token gains haste. Exile it at the beginning of the next end step.","mythic",8,1.02
3,"As long as it's not your turn, spells you cast cost {1} less to cast.","common",1,0.11
3,"Whenever a Warrior attacks, you may have its controller create a 1/1 white Warrior creature token that's tapped and attacking.
{W}{U}{B}{R}{G}: Untap all attacking creatures. They gain trample, lifelink, and haste until end of turn. After this phase, there is an additional combat phase. Activate only during combat.","mythic",4,31.74
2,"{B}: Nakaya Shade gets +1/+1 until end of turn unless any player pays {2}.","uncommon",1,0.09
0,"Each creature card in your graveyard has embalm. Its embalm cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its embalm cost: Create a token that's a copy of it, except it's a white Zombie in addition to its other types with no mana cost. Embalm only as a sorcery.)
Whenever chaos ensues, you may discard a card. If you do, draw a card.","common",1,0.8
2,"Gotcha — If an opponent says a word that's in the name of a card in your graveyard, you may say ""Gotcha!"" When you do, return that card to your hand.","uncommon",1,0.23
2,"Changeling (This card is every creature type.)
Target creature gets +3/-3 and loses all creature types until end of turn.","common",5,0.17
4,"Nameless One's power and toughness are each equal to the number of Wizards on the battlefield.
Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)","uncommon",1,0.18
4,"Trample
As Nameless Race enters the battlefield, pay any amount of life. The amount you pay can't be more than the total number of white nontoken permanents your opponents control plus the total number of white cards in their graveyards.
Nameless Race's power and toughness are each equal to the life paid as it entered the battlefield.","rare",1,5.52
3,"Protection from black
Threshold — Nantuko Blightcutter gets +1/+1 for each black permanent your opponents control as long as seven or more cards are in your graveyard.","rare",1,0.23
4,"{G}, {T}, Sacrifice Nantuko Calmer: Destroy target enchantment.
Threshold — Nantuko Calmer gets +1/+1 as long as seven or more cards are in your graveyard.","common",1,0.19
4,"When Nantuko Cultivator enters the battlefield, you may discard any number of land cards. Put that many +1/+1 counters on Nantuko Cultivator and draw that many cards.","uncommon",4,0.05
4,"{G}, {T}: Target creature gets +2/+2 until end of turn.","common",3,0.04
3,"{T}: Add {C}{G}.","uncommon",1,1.07
3,"Sacrifice a creature: Nantuko Husk gets +2/+2 until end of turn.","common",10,0.11
3,"{2}{G}, {T}: Target creature gets +X/+X until end of turn, where X is that creature's power.","rare",1,0.32
0,"{T}: Add {C}.
Threshold — {G}{W}: Nantuko Monastery becomes a 4/4 green and white Insect Monk creature with first strike until end of turn. It's still a land. Activate only if seven or more cards are in your graveyard.","uncommon",3,0.04
2,"{B}: Nantuko Shade gets +1/+1 until end of turn.","rare",5,0.11
3,"When Nantuko Shaman enters the battlefield, if you control no tapped lands, draw a card.
Suspend 1—{2}{G}{G} (Rather than cast this card from your hand, you may pay {2}{G}{G} and exile it with a time counter on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)","common",4,0.01
3,"Whenever a player casts a spell, that player creates X 1/1 green Squirrel creature tokens, where X is the number of cards in all graveyards with the same name as that spell.","rare",1,1.31
2,"When Nantuko Tracer enters the battlefield, you may put target card from a graveyard on the bottom of its owner's library.","common",1,0.06
4,"Morph {1}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Nantuko Vigilante is turned face up, destroy target artifact or enchantment.","common",3,0.13
5,"Whenever Naomi, Pillar of Order enters the battlefield or attacks, if you control an artifact and an enchantment, create a 2/2 white Samurai creature token with vigilance.","uncommon",1,0.02
4,"Lifelink
Whenever you sacrifice an enchantment, draw a card.
Whenever the final chapter ability of a Saga you control resolves, each opponent loses X life and you gain X life, where X is that Saga's mana value.","mythic",2,3.43
3,"{G}, Discard a card: Target creature gets +2/+2 until end of turn.
{G}, Sacrifice Narcissism: Target creature gets +2/+2 until end of turn.","uncommon",1,0.25
2,"Enchant creature
At the beginning of each upkeep, if enchanted creature is untapped, tap it.","common",3,0.07
2,"{T}: Add {U} for each counter on Nardole. Spend this mana only to cast noncreature spells.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)
Doctor's companion (You can have two commanders if the other is the Doctor.)","rare",4,0.14
5,"Other snow and Zombie creatures you control get +1/+1.
{S}{S}{S}: Return Narfi, Betrayer King from your graveyard to the battlefield tapped. ({S} can be paid with one mana from a snow source.)","uncommon",4,0.62
3,"Return target permanent you control to its owner's hand. You gain 4 life.","common",2,0.1
0,"{TK}{TK} — Whenever this creature attacks, you gain 2 life.
{TK}{TK}{TK} — Vigilance, reach
{TK}{TK} — 2/4
{TK}{TK}{TK}{TK}{TK} — 7/7","common",1,0.49
4,"+1: Look at the top card of your library. If it's a noncreature, nonland card, you may reveal it and put it into your hand.
−2: When you cast your next instant or sorcery spell from your hand this turn, it gains rebound. (Exile the spell as it resolves. At the beginning of your next upkeep, you may cast that card from exile without paying its mana cost.)
−9: You get an emblem with ""Your opponents can't cast noncreature spells.""","mythic",1,8.41
0,"Your opponents can't cast noncreature spells.","common",1,2.22
4,"+1: You gain 2 life. Add {U}, {R}, or {W}. Spend this mana only to cast a noncreature spell.
−2: Draw a card, then you may discard a card. When you discard a nonland card this way, Narset of the Ancient Way deals damage equal to that card's mana value to target creature or planeswalker.
−6: You get an emblem with ""Whenever you cast a noncreature spell, this emblem deals 2 damage to any target.""","mythic",6,0.34
6,"First strike, hexproof
Whenever Narset, Enlightened Master attacks, exile the top four cards of your library. Until end of turn, you may cast noncreature spells from among those cards without paying their mana costs.","mythic",4,0.31
3,"Each opponent can't draw more than one card each turn.
−2: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","uncommon",11,0.79
5,"{2}: Narstad Scrapper gets +1/+0 until end of turn.","common",1,0.02
4,"Flash
When Naru Meha, Master Wizard enters the battlefield, copy target instant or sorcery spell you control. You may choose new targets for the copy.
Other Wizards you control get +1/+1.","mythic",3,0.34
2,"Whenever Nascent Metamorph attacks or blocks, target opponent reveals cards from the top of their library until they reveal a creature card. Nascent Metamorph becomes a copy of that card until end of turn. Then that player puts all cards revealed this way on the bottom of their library in a random order.","rare",1,0.21
3,"Ninjutsu {3}{B} ({3}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Nashi, Moon Sage's Scion deals combat damage to a player, exile the top card of each player's library. Until end of turn, you may play one of those cards. If you cast a spell this way, pay life equal to its mana value rather than paying its mana cost.","mythic",9,1.58
2,"As an additional cost to cast this spell, sacrifice a creature.
Draw two cards. If the sacrificed creature was legendary, draw three cards instead.","common",3,0.27
5,"At the beginning of your upkeep, you may have target opponent discard a card at random.
Whenever an opponent discards a card, you may create a 1/1 green Elf Warrior creature token.","rare",2,1.83
2,"Protection from Elves","common",1,0.09
5,"All creatures able to block Nath's Elite do so.
When Nath's Elite enters the battlefield, clash with an opponent. If you win, put a +1/+1 counter on Nath's Elite. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)","common",1,0.09
3,"All lands become 2/2 creatures until end of turn. They're still lands.","rare",5,1.04
3,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","common",4,0.04
4,"When Natural Emergence enters the battlefield, return a red or green enchantment you control to its owner's hand.
Lands you control are 2/2 creatures with first strike. They're still lands.","rare",1,0.25
3,"Destroy target artifact or enchantment. You gain 3 life.","common",2,0.03
2,"Put target artifact on the bottom of its owner's library.","common",1,0.02
4,"As an additional cost to cast this spell, sacrifice a green creature.
Search your library for a green creature card, put it onto the battlefield, then shuffle.","mythic",7,13.04
5,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
Destroy target artifact or enchantment.","common",2,0.02
1,"Look at the top three cards of target player's library, then put them back in any order. You may have that player shuffle.","rare",7,69.46
1,"Destroy target artifact or enchantment with mana value 3 or less.","common",1,0.13
0,"Hidden agenda (Start the game with this conspiracy face down in the command zone and secretly choose a card name. You may turn this conspiracy face up any time and reveal that name.)
Creatures you control with the chosen name have ""At the beginning of combat on your turn, you may pay {G}. If you do, put a +1/+1 counter on this creature.""","common",1,0.06
0,"When you set this scheme in motion, target opponent chooses a creature you don't control and puts it on top of its owner's library, then repeats this process for an artifact, an enchantment, and a land. Then the owner of each permanent chosen this way shuffles.","common",1,2.43
0,"(An ongoing scheme remains face up until it's abandoned.)
Whenever a creature attacks and isn't blocked, if you're the defending player, create a 0/1 green Plant creature token that's blocking that creature.
When four or more creatures attack you, abandon this scheme at end of combat.","common",1,1.2
2,"Destroy target artifact or enchantment.","common",1,0.05
1,"Enchant creature you control
{0}: Untap enchanted creature. Activate only during your turn and only once each turn.
Tap enchanted creature: Untap target artifact, creature, or land. Activate only if enchanted creature is white and untapped and only once each turn.","uncommon",1,2.04
1,"Destroy target artifact or enchantment. Its controller gains 4 life.","special",6,2.37
3,"Green creatures you control gain forestwalk until end of turn. (They can't be blocked as long as defending player controls a Forest.)","rare",2,5.78
3,"Enchant creature or land
As long as enchanted permanent is a creature, it gets +2/+2.
As long as enchanted permanent is a land, it has ""{T}: Add two mana of any one color.""","common",2,0.06
2,"Enchant creature
{1}, Exile the top card of your graveyard: Enchanted creature gets +1/+1 until end of turn.","common",1,0.08
2,"Search your library for a Forest card, put that card onto the battlefield, then shuffle.","common",16,1.98
1,"Strive — This spell costs {2}{G} more to cast for each target beyond the first.
Choose any number of target creatures. Put a +1/+1 counter on each of them.","common",1,0.04
4,"Each player draws a card for each creature card in their graveyard.","rare",4,0.31
2,"Return target permanent card from your graveyard to your hand.","uncommon",5,0.07
4,"Whenever one or more creatures you control deal combat damage to a player, tap all lands that player controls and untap all lands you control.","rare",5,0.87
2,"All creatures get -1/-1 until end of turn.","common",6,0.09
5,"Battalion — Whenever Nav Squad Commandos and at least two other creatures attack, Nav Squad Commandos gets +1/+1 until end of turn. Untap it.","common",1,0.07
1,"When Navigator's Compass enters the battlefield, you gain 3 life.
{T}: Until end of turn, target land you control becomes the basic land type of your choice in addition to its other types.","common",1,0.04
3,"Raid — At the beginning of your end step, if you attacked this turn, target opponent mills four cards.","uncommon",1,0.05
0,"You may play any number of lands on each of your turns.
Whenever chaos ensues, target red, green, or white creature you control gets +1/+1 until end of turn for each land you control.","common",2,7.1
3,"{R}, {T}: Target creature gets +2/+0 until end of turn.
{W}, {T}: Tap target creature.","uncommon",1,0.14
3,"Choose one —
• Naya Charm deals 3 damage to target creature.
• Return target card from a graveyard to its owner's hand.
• Tap all creatures target player controls.","uncommon",8,0.26
2,"As long as you control another multicolored permanent, Naya Hushblade gets +1/+1 and has shroud. (It can't be the target of spells or abilities.)","common",1,0.25
0,"{T}: Add {C}.
{1}, {T}, Sacrifice Naya Panorama: Search your library for a basic Mountain, Forest, or Plains card, put it onto the battlefield tapped, then shuffle.","common",5,0.17
8,"When you cast this spell, each player reveals the top card of their library. Naya Soulbeast enters the battlefield with X +1/+1 counters on it, where X is the total mana value of all cards revealed this way.
Trample","rare",1,0.2
3,"Deathtouch
When Nazgûl enters the battlefield, the Ring tempts you.
Whenever the Ring tempts you, put a +1/+1 counter on each Wraith you control.
A deck can have up to nine cards named Nazgûl.","uncommon",18,12.65
5,"Equipped creature has menace, deathtouch, annihilator 1, and ""Whenever an opponent sacrifices a nontoken permanent, put that card onto the battlefield under your control unless that player pays 3 life."" (Whenever a creature with annihilator 1 attacks, defending player sacrifices a permanent.)
Equip {3}","rare",2,4.42
0,"Rangeling (This card is every land type, including Plains, Island, Swamp, Mountain, Forest, Desert, Gate, Lair, Locus, and all those Urza's ones.)
Nearby Planet enters the battlefield tapped.
When Nearby Planet enters the battlefield, sacrifice it unless you pay {1}.","common",2,0.03
2,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Nearheath Pilgrim is paired with another creature, both creatures have lifelink.","uncommon",1,0.16
5,"{W}, {T}: Tap target creature.","common",2,0.04
3,"Flash
Flying
When Nebelgast Intruder enters the battlefield, up to one target creature an opponent controls gets -2/-0 until end of turn.","uncommon",2,0.06
4,"Destroy target attacking or blocking creature.","common",1,0.07
0,"If there are five or more Heads on the battlefield, tap two of them and they don't untap during the Hydra's next untap step. Otherwise, reveal the top card of the Hydra's library and the Hydra casts that card.","common",1,1.23
1,"{G}, {T}: Add one mana of any color.
{W}, {T}: Prevent the next 1 damage that would be dealt to any target this turn.","common",1,0.09
3,"At the beginning of your upkeep, if you control a green or white permanent, target player loses 1 life. If you control a green permanent and a white permanent, that player loses 3 life instead.","uncommon",1,0.32
3,"Exile the top creature card of your graveyard: Necratog gets +2/+2 until end of turn.","uncommon",2,0.38
3,"Kicker {1}{G} and/or {W} (You may pay an additional {1}{G} and/or {W} as you cast this spell.)
If Necravolver was kicked with its {1}{G} kicker, it enters the battlefield with two +1/+1 counters on it and with trample.
If Necravolver was kicked with its {W} kicker, it enters the battlefield with a +1/+1 counter on it and with ""Whenever Necravolver deals damage, you gain that much life.""","rare",2,0.13
3,"Skip your untap step.
At the beginning of your upkeep, you may pay X life. If you do, untap X permanents.
Pay ½ life: Exile the top card of your library face down. Put that card into your hand at the beginning of the next end step.","rare",1,0.98
3,"Target creature gains deathtouch until end of turn. Regenerate it. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat. Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.)","common",3,0.03
0,"As Necroblossom Snarl enters the battlefield, you may reveal a Swamp or Forest card from your hand. If you don't, Necroblossom Snarl enters the battlefield tapped.
{T}: Add {B} or {G}.","rare",8,0.66
3,"Necrogen Censer enters the battlefield with two charge counters on it.
{T}, Remove a charge counter from Necrogen Censer: Target player loses 2 life.","common",1,0.07
2,"Enchant creature you control
Enchanted creature has toxic 2. (Players dealt combat damage by it also get two poison counters.)
When enchanted creature dies, return that card to the battlefield under your control.","uncommon",1,0.13
3,"At the beginning of each player's upkeep, that player discards a card.","rare",2,6.38
3,"Flying
When Necrogen Scudder enters the battlefield, you lose 3 life.","uncommon",2,0.08
1,"{B}, Sacrifice Necrogen Spellbomb: Target player discards a card.
{1}, Sacrifice Necrogen Spellbomb: Draw a card.","common",1,0.21
2,"{2}: Exile target creature card from a graveyard. Create a 1/1 green Saproling creature token.","uncommon",4,0.26
3,"When Necromancer's Assistant enters the battlefield, mill three cards.","common",1,0.07
6,"When Necromancer's Covenant enters the battlefield, exile all creature cards from target player's graveyard, then create a 2/2 black Zombie creature token for each card exiled this way.
Zombies you control have lifelink.","rare",2,0.4
3,"Enchant creature
Creatures you control that are enchanted get +1/+1.
If a creature you control that's enchanted would die, return it to its owner's hand instead.","common",1,0.12
2,"{1}{B}, Discard a creature card: Draw a card. If the discarded card was a Zombie card, create a tapped 2/2 black Zombie creature token.","rare",2,0.17
3,"You may cast Necromancy as though it had flash. If you cast it any time a sorcery couldn't have been cast, the controller of the permanent it becomes sacrifices it at the beginning of the next cleanup step.
When Necromancy enters the battlefield, if it's on the battlefield, it becomes an Aura with ""enchant creature put onto the battlefield with Necromancy."" Put target creature card from a graveyard onto the battlefield under your control and attach Necromancy to it. When Necromancy leaves the battlefield, that creature's controller sacrifices it.","uncommon",2,17.04
7,"Destroy all creatures, then return a creature card put into a graveyard this way to the battlefield under your control. It's a black Zombie in addition to its other colors and types. Exile Necromantic Selection.","rare",5,0.23
5,"Put target creature card from a graveyard onto the battlefield under your control.
Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, that creature enters the battlefield with two additional +1/+1 counters on it.","uncommon",1,0.15
4,"Enchant creature
Whenever enchanted creature deals combat damage to a player, you may return target creature card from your graveyard to your hand.","common",3,0.07
5,"Flash
Synaptic Disintegrator — When Necron Deathmark enters the battlefield, destroy up to one target creature and target player mills three cards.","rare",2,1.11
7,"Flying, indestructible
Eternity Gate — Whenever Necron Monolith attacks, mill three cards. For each creature card milled this way, create a 2/2 black Necron Warrior artifact creature token.
Crew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)","rare",2,0.16
2,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
When Necropede dies, you may put a -1/-1 counter on target creature.","uncommon",1,0.42
3,"At the beginning of your upkeep, put a +1/+1 counter on Necroplasm.
At the beginning of your end step, destroy each creature with mana value equal to the number of +1/+1 counters on Necroplasm.
Dredge 2 (If you would draw a card, you may mill two cards instead. If you do, return this card from your graveyard to your hand.)","rare",3,0.63
5,"Defender (This creature can't attack.)
Exile a creature card from your graveyard: Put X +0/+1 counters on Necropolis, where X is the exiled card's mana value.","uncommon",1,1.24
6,"Flying
Whenever a creature you control deals combat damage to a player, put that many +1/+1 counters on it.","mythic",4,0.53
